127.0.0.1 - - [22/Apr/2024:14:35:42 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:35:43 +0900] "GET /Shop/index.jsp HTTP/1.1" 200 3808
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:35:45 +0900] "GET /Shop/user/login.jsp HTTP/1.1" 200 4894
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:35:53 +0900] "POST /Shop/user/login_pro.jsp HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:35:53 +0900] "GET /Shop/user/complete.jsp?msg=0 HTTP/1.1" 200 4472
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:35:54 +0900] "GET /Shop HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:35:54 +0900] "GET /Shop/ HTTP/1.1" 200 4424
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:35:58 +0900] "GET /Shop/shop/products.jsp HTTP/1.1" 200 10715
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:35:58 +0900] "GET /Shop%EA%B0%9C%EB%B0%9C%EA%B8%B0%EA%B0%84.PNG HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:35:59 +0900] "GET /Shop/shop/editProducts.jsp HTTP/1.1" 200 10034
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:35:59 +0900] "GET /Shop%EA%B0%9C%EB%B0%9C%EA%B8%B0%EA%B0%84.PNG HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:36:00 +0900] "GET /Shop/shop/update.jsp?productId=P100001 HTTP/1.1" 200 8368
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:36:04 +0900] "GET /Shop/shop/update.jsp?productId=test HTTP/1.1" 200 8246
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:36:04 +0900] "GET /Shop%EA%B0%9C%EB%B0%9C%EA%B8%B0%EA%B0%84.PNG HTTP/1.1" 404 851
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:36:22 +0900] "POST /Shop/shop/update_pro.jsp HTTP/1.1" 200 131
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:36:34 +0900] "GET /Shop/shop/delete_pro.jsp?productId=test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:36:34 +0900] "GET /Shop/shop/editProducts.jsp HTTP/1.1" 200 8997
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:43:24 +0900] "GET /Shop/shop/editProducts.jsp HTTP/1.1" 200 8997
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:43:25 +0900] "GET /Shop/shop/add.jsp HTTP/1.1" 200 7836
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:43:54 +0900] "GET /Shop/shop/add_pro.jsp?file=%EC%BA%A1%EC%B2%98.PNG&productId=test&name=%EA%B9%80%EC%A1%B0%EC%9D%80&unitPrice=10000&description=213123&manufacturer=dsa&category=asd&unitsInStock=1&condition=%EC%8B%A0%EA%B7%9C+%EC%A0%9C%ED%92%88 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:43:54 +0900] "GET /Shop/shop/complete.jsp?msg=1 HTTP/1.1" 404 3806
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:43:54 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:43:55 +0900] "GET /Shop HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:43:55 +0900] "GET /Shop/ HTTP/1.1" 200 4424
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:44:06 +0900] "GET /Shop/shop/products.jsp HTTP/1.1" 200 10723
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:44:06 +0900] "GET /Shop%EC%BA%A1%EC%B2%98.PNG HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:44:08 +0900] "GET /Shop/shop/add.jsp HTTP/1.1" 200 7836
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:44:25 +0900] "GET /Shop/shop/add_pro.jsp?file=%EC%BA%A1%EC%B2%98.PNG&productId=test&name=test&unitPrice=10000&description=test&manufacturer=test&category=test&unitsInStock=1&condition=%EC%8B%A0%EA%B7%9C+%EC%A0%9C%ED%92%88 HTTP/1.1" 200 131
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:44:32 +0900] "GET /Shop/shop/add_pro.jsp?file=%EC%BA%A1%EC%B2%98.PNG&productId=test&name=test&unitPrice=10000&description=test&manufacturer=test&category=test&unitsInStock=1&condition=%EC%8B%A0%EA%B7%9C+%EC%A0%9C%ED%92%88 HTTP/1.1" 200 131
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:48:26 +0900] "GET /Shop/shop/add.jsp HTTP/1.1" 200 7836
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:48:26 +0900] "GET /Shop/shop/products.jsp HTTP/1.1" 200 10723
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:48:26 +0900] "GET /Shop%EC%BA%A1%EC%B2%98.PNG HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:48:28 +0900] "GET /Shop/shop/add.jsp HTTP/1.1" 200 7836
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:48:45 +0900] "GET /Shop/shop/add_pro.jsp?file=%EC%BA%A1%EC%B2%98.PNG&productId=test&name=test&unitPrice=11111&description=test&manufacturer=test&category=test&unitsInStock=2&condition=%EC%8B%A0%EA%B7%9C+%EC%A0%9C%ED%92%88 HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:53:34 +0900] "GET /Shop/shop/products.jsp HTTP/1.1" 200 9778
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:53:35 +0900] "GET /Shop/shop/products.jsp HTTP/1.1" 200 9778
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:53:35 +0900] "GET /Shop/shop/products.jsp HTTP/1.1" 200 9778
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:53:36 +0900] "GET /Shop/shop/add.jsp HTTP/1.1" 200 7846
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:54:03 +0900] "POST /Shop/shop/add_pro.jsp HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:54:24 +0900] "POST /Shop/shop/add_pro.jsp HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:54:49 +0900] "GET /Shop/shop/add.jsp HTTP/1.1" 200 7846
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:54:49 +0900] "GET /Shop/shop/add.jsp HTTP/1.1" 200 7846
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:54:50 +0900] "GET /Shop/shop/products.jsp HTTP/1.1" 200 9778
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:54:51 +0900] "GET /Shop HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:54:51 +0900] "GET /Shop/ HTTP/1.1" 200 4424
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:54:52 +0900] "GET /Shop/shop/products.jsp HTTP/1.1" 200 9778
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:54:52 +0900] "GET /Shop/shop/add.jsp HTTP/1.1" 200 7846
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:55:09 +0900] "POST /Shop/shop/add_pro.jsp HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:56:13 +0900] "GET /Shop/shop/add.jsp HTTP/1.1" 200 7845
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:56:13 +0900] "GET /Shop HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:56:13 +0900] "GET /Shop/ HTTP/1.1" 200 4424
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:56:14 +0900] "GET /Shop/ HTTP/1.1" 200 4424
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:56:14 +0900] "GET /Shop/shop/products.jsp HTTP/1.1" 200 9778
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:56:15 +0900] "GET /Shop/shop/editProducts.jsp HTTP/1.1" 200 8997
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:56:17 +0900] "GET /Shop/shop/update.jsp?productId=P100002 HTTP/1.1" 200 8270
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:56:22 +0900] "POST /Shop/shop/update_pro.jsp HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:59:11 +0900] "GET /Shop/shop/update.jsp?productId=P100002 HTTP/1.1" 200 8270
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:59:11 +0900] "GET /Shop HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:59:11 +0900] "GET /Shop/ HTTP/1.1" 200 4424
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:59:13 +0900] "GET /Shop/shop/products.jsp HTTP/1.1" 200 9778
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:59:16 +0900] "GET /Shop/shop/editProducts.jsp HTTP/1.1" 200 8997
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:59:16 +0900] "GET /Shop/shop/update.jsp?productId=P100002 HTTP/1.1" 200 8270
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:59:20 +0900] "POST /Shop/shop/update_pro.jsp HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:59:24 +0900] "POST /Shop/shop/update_pro.jsp HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:59:36 +0900] "POST /Shop/shop/update_pro.jsp HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:59:40 +0900] "POST /Shop/shop/update_pro.jsp HTTP/1.1" 200 100
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:59:57 +0900] "GET /Shop/shop/products.jsp HTTP/1.1" 200 9778
0:0:0:0:0:0:0:1 - - [22/Apr/2024:14:59:58 +0900] "GET /Shop/shop/add.jsp HTTP/1.1" 200 7845
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:00:19 +0900] "GET /Shop/shop/add_pro.jsp?file=%EC%BA%A1%EC%B2%98.PNG&productId=test&name=test&unitPrice=10000&description=test&manufacturer=test&category=test&unitsInStock=99&condition=%EC%8B%A0%EA%B7%9C+%EC%A0%9C%ED%92%88 HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:00:19 +0900] "GET /Shop/shop/complete.jsp?msg=1 HTTP/1.1" 404 3806
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:00:30 +0900] "GET /Shop HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:00:30 +0900] "GET /Shop/ HTTP/1.1" 200 4424
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:00:31 +0900] "GET /Shop/shop/products.jsp HTTP/1.1" 200 10709
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:00:31 +0900] "GET /Shop%EC%BA%A1%EC%B2%98.PNG HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:00:33 +0900] "GET /Shop/shop/editProducts.jsp HTTP/1.1" 200 10028
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:00:33 +0900] "GET /Shop%EC%BA%A1%EC%B2%98.PNG HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:00:34 +0900] "GET /Shop/shop/delete_pro.jsp?productId=test HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:00:34 +0900] "GET /Shop/shop/editProducts.jsp HTTP/1.1" 200 8997
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:00:40 +0900] "GET /Shop/shop/editProducts.jsp HTTP/1.1" 200 8997
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:00:41 +0900] "GET /Shop/shop/products.jsp HTTP/1.1" 200 9778
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:00:42 +0900] "GET /Shop/shop/editProducts.jsp HTTP/1.1" 200 8997
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:00:44 +0900] "GET /Shop/shop/products.jsp HTTP/1.1" 200 9778
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:00:46 +0900] "GET /Shop/shop/products.jsp HTTP/1.1" 200 9778
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:01:37 +0900] "GET /Shop/shop/products.jsp HTTP/1.1" 200 9778
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:01:37 +0900] "GET /Shop/shop/products.jsp HTTP/1.1" 200 9778
0:0:0:0:0:0:0:1 - - [22/Apr/2024:15:01:39 +0900] "GET /Shop/shop/add.jsp HTTP/1.1" 200 7845
